Anbieter;Kurzbeschreibung Anbieter;Kurzbeschreibung des Angebots;Informationen zum Angebot;Webseite;Straße + Hausnummer des Angebotorts;Ort;PLZ des Angebotorts;Bezirk;Gratis?;Kategorie;Zielgruppen;X WGS 84;Y WGS 84;Sprache;Slug;Freigegeben
Schwimm- und Sprunghalle im Europasportpark;Die 1999 eröffnete Schwimm- und Sprunghalle im Europasportpark (SSE) ist ein Hallenbad für Sport- und Wettkampfzwecke direkt am S-Bahnhof Landsberger Allee in Prenzlauer Berg. Es zählt zu den beliebtesten Hallenbädern der Stadt. Der Öffentlichkeit steht ein 50-Meter-Becken mit zehn Bahnen zur Verfügung. Es gibt außerdem ein Nichtschwimmerbecken mit Rutsche, zwei Planschbecken und ein Therapiebecken;Ermäßigter Eintritt (Nachweis erforderlich);Haupttarif anstatt 5,50 €, ermäßigung auf 3,50 €. Ermäßigte Personen sind Empfänger:innen von Bürgergeld, Sozialgeld, Sozialhilfe, Leistungen zur Grundsicherung im Alter, bei Erwerbsminderungen oder nach dem Asylbewerberleistungsgesetz (Nachweis erforderlich);https://www.berlinerbaeder.de/baeder/detail/schwimm-und-sprunghalle-im-europasportpark-sse/;Paul-Heyse-Straße 26;Berlin;10407;Pankow;nein;Sport;Erwachsene, Senioren, Familie;13,45072899;52,53114528;de;Schwimm- und Sprunghalle im Europasportpark;Ja
Swimming and Diving Hall in the European Sports Park;The Swimming and Diving Hall in the European Sports Park (SSE), opened in 1999, is an indoor swimming pool for sports and competitive purposes located directly at the Landsberger Allee S-Bahn station in Prenzlauer Berg. It is one of the most popular indoor swimming pools in the city. A 50-meter pool with ten lanes is available for public use. There is also a non-swimmer pool with a slide, two paddling pools, and a therapy pool;Discounted admission (proof required);Regular rate instead of €5.50, reduced to €3.50. Discounted persons are recipients of citizen's money, social benefits, social assistance, benefits for basic security in old age, in case of reduced earning capacity, or under the Asylum Seekers Benefits Act (proof required);https://www.berlinerbaeder.de/baeder/detail/schwimm-und-sprunghalle-im-europasportpark-sse/;Paul-Heyse-Straße 26;Berlin;10407;Pankow;nein;Sport;Erwachsene, Senioren, Familie;13,45072899;52,53114528;en;Schwimm- und Sprunghalle im Europasportpark;Ja
Schwimmhalle Allendeviertel;Die im Jahr 1979 als typische DDR-Volksschwimmhalle eröffnete Schwimmhalle Allendeviertel liegt, umsäumt von Hochhäusern, ein bisschen versteckt am Rande des Köpenicker Salvador-Allende-Viertels. Die Schwimmhalle bietet ein 25-m-Schwimmerbecken mit fünf Bahnen und ein Nichtschwimmerbecken. Mindestens eine geleinte Bahn steht in der Regel für sportliche Schwimmer:innen zur Verfügung. Außerdem gibt es eine Trockensauna, die 2019 saniert wurde.;Ermäßigter Eintritt (Nachweis erforderlich);Haupttarif anstatt 5,50 €, ermäßigung auf 3,50 €. Ermäßigte Personen sind Empfänger:innen von Bürgergeld, Sozialgeld, Sozialhilfe, Leistungen zur Grundsicherung im Alter, bei Erwerbsminderungen oder nach dem Asylbewerberleistungsgesetz (Nachweis erforderlich);https://www.berlinerbaeder.de/baeder/detail/schwimmhalle-allendeviertel/;Pablo-Neruda-Straße 5;Berlin;12559;Treptow-Köpenick;nein;Sport;Erwachsene, Senioren, Familie;13,58780616;52,44256477;de;Schwimmhalle Allendeviertel;Ja
Swimming Hall Allendeviertel;Opened in 1979 as a typical GDR public swimming hall, the Swimming Hall Allendeviertel is slightly hidden at the edge of the Köpenicker Salvador-Allende-Viertel, surrounded by high-rise buildings. The swimming hall offers a 25-meter swimming pool with five lanes and a non-swimming pool. At least one lane is usually available for competitive swimmers. There is also a dry sauna that was renovated in 2019.;Reduced admission (proof required);Main tariff instead of €5.50, reduced to €3.50. Reduced-rate individuals are recipients of citizen income, social benefits, social assistance, benefits for basic security in old age, in case of reduced earning capacity, or under the asylum seeker benefits law (proof required);https://www.berlinerbaeder.de/baeder/detail/schwimmhalle-allendeviertel/;Pablo-Neruda-Straße 5;Berlin;12559;Treptow-Köpenick;nein;Sport;Erwachsene, Senioren, Familie;13,58780616;52,44256477;en;Schwimmhalle Allendeviertel;Ja
Schwimmhalle Anton-Saefkow-Platz;Die Schwimmhalle Anton-Saefkow-Platz wurde 1981 als Teil des damaligen Neubau-Wohngebiets Fennpfuhl eröffnet. Wie auch die anderen typischen Volkschwimmhallen der 1980er-Jahre bietet sie ein Schwimmerbecken mit fünf 25-Meter-Bahnen und ein Nichtschwimmerbecken. Auch eine Trockensauna mit Ruheraum stehen zur Verfügung. Öffentliches Schwimmen findet in der Regel parallel zu Schul- und Vereinsschwimmen statt. An den Sonntagen steht das gesamte Bad für das öffentliche Schwimmen zur Verfügung.;Ermäßigter Eintritt (Nachweis erforderlich);Haupttarif anstatt 5,50 €, ermäßigung auf 3,50 €. Ermäßigte Personen sind Empfänger:innen von Bürgergeld, Sozialgeld, Sozialhilfe, Leistungen zur Grundsicherung im Alter, bei Erwerbsminderungen oder nach dem Asylbewerberleistungsgesetz (Nachweis erforderlich);https://www.berlinerbaeder.de/baeder/detail/schwimmhalle-anton-saefkow-platz/;Anton-Saefkow-Platz 1;Berlin;10369;Lichtenberg;nein;Sport;Erwachsene, Senioren, Familie;13,47184352;52,53093196;de;Schwimmhalle Anton-Saefkow-Platz;Ja
Swimming Hall Anton-Saefkow-Platz;The Swimming Hall Anton-Saefkow-Platz opened in 1981 as part of the then-new residential area Fennpfuhl. Like the other typical public swimming halls of the 1980s, it offers a swimming pool with five 25-meter lanes and a non-swimmer pool. A dry sauna with a relaxation room is also available. Public swimming usually takes place alongside school and club swimming. On Sundays, the entire pool is available for public swimming.;Reduced admission (proof required);Main tariff instead of €5.50, reduction to €3.50. Reduced persons are recipients of citizen income, social benefits, social assistance, basic security benefits in old age, in case of reduced earning capacity, or under the Asylum Seekers Benefits Act (proof required);https://www.berlinerbaeder.de/baeder/detail/schwimmhalle-anton-saefkow-platz/;Anton-Saefkow-Platz 1;Berlin;10369;Lichtenberg;nein;Sport;Erwachsene, Senioren, Familie;13,47184352;52,53093196;en;Schwimmhalle Anton-Saefkow-Platz;Ja
Schwimmhalle Baumschulenweg;Die kleine Schwimmhalle mit einem 25-Meter-Becken ist hauptsächlich für Schulen und Vereine reserviert. Öffentlichen Badegästen steht sie dreimal wöchentlich zum Frühschwimmen sowie samstags bis in den frühen Nachmittag hinein zur Verfügung.;Ermäßigter Eintritt (Nachweis erforderlich);Haupttarif anstatt 5,50 €, ermäßigung auf 3,50 €. Ermäßigte Personen sind Empfänger:innen von Bürgergeld, Sozialgeld, Sozialhilfe, Leistungen zur Grundsicherung im Alter, bei Erwerbsminderungen oder nach dem Asylbewerberleistungsgesetz (Nachweis erforderlich);https://www.berlinerbaeder.de/baeder/detail/schwimmhalle-baumschulenweg/;Neue Krugallee;Berlin;12437;Treptow-Köpenick;nein;Sport;Erwachsene, Senioren, Familie;13,49076497;52,47149336;de;Schwimmhalle Baumschulenweg;Ja
Swimming Hall Baumschulenweg;The small swimming hall with a 25-meter pool is mainly reserved for schools and clubs. Public bathers have access three times a week for early swimming and on Saturdays until early afternoon.;Reduced admission (proof required);Standard fee instead of €5.50, reduced to €3.50. Reduced persons are recipients of citizen's allowance, social benefits, social assistance, basic security benefits in old age, disability benefits, or under the Asylum Seekers' Benefits Act (proof required);https://www.berlinerbaeder.de/baeder/detail/schwimmhalle-baumschulenweg/;Neue Krugallee;Berlin;12437;Treptow-Köpenick;nein;Sport;Erwachsene, Senioren, Familie;13,49076497;52,47149336;en;Schwimmhalle Baumschulenweg;Ja
Schwimhalle Buch;Die Schwimmhalle Buch wurde 1991 als eine der letzten DDR-Volksschwimmhallen eröffnet. 2018 wurde sie für eine Komplettsanierung geschlossen und nach knapp zweijähriger Bauzeit wieder eröffnet. Seitdem erstrahlt sie in neuen Farben und mit neuem Kinderplanschbecken in einem extra dafür gebauten Wintergarten. Das Bad ist mit seinen Angeboten sowohl bei sportlichen Schwimmer:innen als auch bei Familien beliebt. Es bietet seinen Gästen ein 25-Meter-Becken, ein Nichtschwimmerbecken mit Unterwasserbeleuchtung, ein Planschbecken und eine kleine, moderne Sauna. Für Menschen mit Behinderung gibt es einen rollstuhlgerechten Weg zur Schwimmhalle, einen eigenen barrierefreien Umkleide-, Dusch- und WC-Bereich und einen Wasserlift für das Schwimmerbecken.;Ermäßigter Eintritt (Nachweis erforderlich);Haupttarif anstatt 5,50 €, ermäßigung auf 3,50 €. Ermäßigte Personen sind Empfänger:innen von Bürgergeld, Sozialgeld, Sozialhilfe, Leistungen zur Grundsicherung im Alter, bei Erwerbsminderungen oder nach dem Asylbewerberleistungsgesetz (Nachweis erforderlich);https://www.berlinerbaeder.de/baeder/detail/schwimmhalle-buch/;Wolfgang-Heinz-Straße 41;Berlin;13125;Pankow;nein;Sport;Erwachsene, Senioren, Familie;13,4920291;52,62867714;de;Schwimhalle Buch;Ja
Buch Swimming Pool;The Buch Swimming Pool was opened in 1991 as one of the last public swimming pools of East Germany. It was closed in 2018 for a complete renovation and reopened after nearly two years of construction. Since then, it shines in new colors with a new children's splash pool in a specially built winter garden. The pool is popular among both competitive swimmers and families. It offers guests a 25-meter pool, a non-swimmer pool with underwater lighting, a splash pool, and a small modern sauna. There is a wheelchair-accessible path to the swimming pool, a dedicated accessible changing, shower, and toilet area, and a water lift for the swimming pool for people with disabilities.;Discounted admission (proof required);Standard rate instead of €5.50, discounted to €3.50. Discounted individuals include recipients of basic income, social benefits, social assistance, benefits for basic security in old age, disability benefits, or according to the Asylum Seekers Benefits Act (proof required);https://www.berlinerbaeder.de/baeder/detail/schwimmhalle-buch/;Wolfgang-Heinz-Straße 41;Berlin;13125;Pankow;nein;Sport;Erwachsene, Senioren, Familie;13,4920291;52,62867714;en;Schwimhalle Buch;Ja
Schwimmhalle Ernst-Thälmann-Park;Die Schwimmhalle Ernst-Thälmann-Park hat für jede:n etwas zu bieten: Ein 25-m-Becken mit fünf Bahnen lädt zum Bahnen ziehen ein. In der Regel sind ein bis zwei Sportbahnen für sportliche Schwimmer:innen geleint. Im separaten Nichtschwimmerbecken können Kinder schwimmen lernen. Eine Schwalldusche, Wassersprudler und Unterwasserbeleuchtung in wechselnden Farben verwandeln es in ein Wellnessbecken für alle. Die frisch sanierte Sauna bietet neben der üblichen Trockensauna auch ein Dampfbad, ein Sanarium, eine Sauerstoff-Ionen-Sauna und einen Garten mit Blockhaussauna.;Ermäßigter Eintritt (Nachweis erforderlich);Haupttarif anstatt 5,50 €, ermäßigung auf 3,50 €. Ermäßigte Personen sind Empfänger:innen von Bürgergeld, Sozialgeld, Sozialhilfe, Leistungen zur Grundsicherung im Alter, bei Erwerbsminderungen oder nach dem Asylbewerberleistungsgesetz (Nachweis erforderlich);https://www.berlinerbaeder.de/baeder/detail/schwimmhalle-ernst-thaelmann-park/;Lilli-Hennoch-Straße 20;Berlin;10405;Pankow;nein;Sport;Erwachsene, Senioren, Familie;13,43366524;52,5408222;de;Schwimmhalle Ernst-Thälmann-Park;Ja
Swimming Hall Ernst-Thälmann-Park;The Swimming Hall Ernst-Thälmann-Park has something for everyone: A 25-meter pool with five lanes invites you to swim laps. Typically, one to two lanes are reserved for competitive swimmers. In the separate non-swimmers pool, children can learn to swim. A rain shower, water fountains, and underwater lighting in changing colors transform it into a wellness pool for all. The newly renovated sauna offers not only the usual dry sauna but also a steam bath, a sanarium, an oxygen ion sauna, and a garden with a log cabin sauna.;Discounted entrance (proof required);Main tariff instead of 5.50 €, discount to 3.50 €. Discounted individuals are recipients of citizen's income, social benefits, social assistance, benefits for basic security in old age, due to reduced earning capacity, or under the Asylum Seekers Benefit Act (proof required);https://www.berlinerbaeder.de/baeder/detail/schwimmhalle-ernst-thaelmann-park/;Lilli-Hennoch-Straße 20;Berlin;10405;Pankow;nein;Sport;Erwachsene, Senioren, Familie;13,43366524;52,5408222;en;Schwimmhalle Ernst-Thälmann-Park;Ja
Schwimhalle Finckensteinallee;Die lichtdurchflutete Schwimmhalle mit ihrer besonderen Atmosphäre und Architektur und dem 50 mal 25 Meter großen Sportbecken ist besonders bei sportlichen Schwimmer:innen beliebt. In der Regel stehen geleinte Bahnen zur Verfügung. In der Woche teilen sich die öffentlichen Gäste das Becken mit Schulen und Vereinen. Zum Frühschwimmen und sonntags steht das Becken ohne Einschränkung für das öffentliche Schwimmen zur Verfügung.;Ermäßigter Eintritt (Nachweis erforderlich);Haupttarif anstatt 5,50 €, ermäßigung auf 3,50 €. Ermäßigte Personen sind Empfänger:innen von Bürgergeld, Sozialgeld, Sozialhilfe, Leistungen zur Grundsicherung im Alter, bei Erwerbsminderungen oder nach dem Asylbewerberleistungsgesetz (Nachweis erforderlich);https://www.berlinerbaeder.de/baeder/detail/schwimmhalle-finckensteinallee/;Finkensteinallee 73;Berlin;12205;Steglitz-Zehlendorf;nein;Sport;Erwachsene, Senioren, Familie;13,2979068;52,43224861;de;Schwimhalle Finckensteinallee;Ja
Finckensteinallee Swimming Hall;The brightly lit swimming hall with its unique atmosphere and architecture and the 50 by 25 meter sports pool is particularly popular among competitive swimmers. Generally, there are designated lanes available. During the week, public guests share the pool with schools and clubs. For early morning swimming and on Sundays, the pool is freely available for public swimming.;Reduced admission (proof required);Standard rate instead of €5.50, reduced to €3.50. Discounted individuals are recipients of citizen's money, social benefits, social assistance, basic security benefits in old age, in cases of reduced earning capacity, or under the Asylum Seeker Benefits Act (proof required);https://www.berlinerbaeder.de/baeder/detail/schwimmhalle-finckensteinallee/;Finkensteinallee 73;Berlin;12205;Steglitz-Zehlendorf;nein;Sport;Erwachsene, Senioren, Familie;13,2979068;52,43224861;en;Schwimhalle Finckensteinallee;Ja
Schwimmhalle Fischerinsel;Die Schwimmhalle Fischerinsel bietet ein 25-m-Becken mit fünf Bahnen, ein Nichtschwimmerbecken und eine kleine Sauna, die am Wochenende geöffnet ist. In der Regel gibt es geleinte Bahnen für Sportschwimmer:innen. Unter der Woche steht die Schwimmhalle vor allem für den Schul-, Vereins- und Kursbetrieb zur Verfügung. Am Wochenende haben öffentliche Badegäste die Halle für sich.;Ermäßigter Eintritt (Nachweis erforderlich);Haupttarif anstatt 5,50 €, ermäßigung auf 3,50 €. Ermäßigte Personen sind Empfänger:innen von Bürgergeld, Sozialgeld, Sozialhilfe, Leistungen zur Grundsicherung im Alter, bei Erwerbsminderungen oder nach dem Asylbewerberleistungsgesetz (Nachweis erforderlich);https://www.berlinerbaeder.de/baeder/detail/schwimmhalle-fischerinsel/;Fischerinsel 11;Berlin;10179;Mitte;nein;Sport;Erwachsene, Senioren, Familie;13,40452403;52,51236188;de;Schwimmhalle Fischerinsel;Ja
Swimming Pool Fischerinsel;The Swimming Pool Fischerinsel offers a 25-meter pool with five lanes, a non-swimmer pool, and a small sauna that is open on weekends. Generally, there are reserved lanes for competitive swimmers. During the week, the swimming pool is mainly available for school, club, and course activities. On weekends, public bathers have the pool to themselves.;Discounted admission (proof required);Main rate instead of €5.50, discounted to €3.50. Discounted individuals are recipients of citizen income, social benefits, social assistance, benefits for basic security in old age, due to reduced earning capacity, or under the Asylum Seekers Benefits Act (proof required);https://www.berlinerbaeder.de/baeder/detail/schwimmhalle-fischerinsel/;Fischerinsel 11;Berlin;10179;Mitte;nein;Sport;Erwachsene, Senioren, Familie;13,40452403;52,51236188;en;Schwimmhalle Fischerinsel;Ja
